ticker,quarter,call_date,sentiment_call,guidance_call,n_pres_risks,n_qa_only_risks,top_qa_only_risks
FDX,Q3-2024,2024-03-21,0.42363450402209796,maintained,5,14,air freight yields; competitive environment; continuing headwinds from postal negotiations; external pressures; fuel headwind across segments
FDX,Q4-2024,2024-06-25,0.48886266651715987,lowered,5,15,cyber monday shift; headwinds from usps contract termination; macro environment impact on volumes; macro environment not cooperating with revenue expectations; macro environment uncertainty
FDX,Q1-2025,2024-09-19,0.3230674956835884,lowered,5,18,asian shipper volume shifts; challenging u s domestic industrial economy impacting freight margins; costs up despite supposed improvements; economy service a negative margin business dragging down margins; freight margins
FDX,Q2-2025,2024-12-19,0.43975992028579103,lowered,5,18,base rate pressure; customer attrition; customer attrition as a result of separation; customers trading down; incrementally softer industrial production and pricing
FDX,Q3-2025,2025-03-20,0.3375263264707561,lowered,5,17,b2b weakness; b2b weakness in industrial production; challenges in europe not yet profitable; de minimis impact; economic uncertainty
FDX,Q4-2025,2025-06-24,0.3423155399256926,raised,5,15,complexity; de minimis impact; domestic yield; dynamic environment; fleeting cost adjustments due to network flexibility
FDX,Q1-2026,2025-09-18,0.4157493253051355,raised,5,16,china lane headwinds; complex trade environment; dynamic environment; genai nascent; global trade headwind
FDX,Q2-2026,2025-12-18,0.40591975128588514,raised,5,13,competitive threat; cyclicality; headwinds; industry consolidation especially in truckload business; ltl industry softness
FDX,Q3-2026,2026-03-19,0.44663573987974853,raised,5,18,anomaly in the market; decelerating shipment rate of change; fuel price; fuel surcharge; iran conflict disrupting flows and creating profit headwind
GS,Q4-2023,2024-01-16,0.4701269068554193,raised,5,12,basel endgame; cie management; cre portfolio; drag from legacy on balance sheet investments; inflation impact
GS,Q1-2024,2024-04-15,0.44195024559035945,raised,5,12,asset management sustainability; credit cycle; lag in capital deployment; pipeline lower; regulatory environment changes
GS,Q2-2024,2024-07-15,0.49743670817145574,raised,5,12,awm roe; degree of impairments in wholesale risk given size and scale; discipline; distraction from safety and soundness goals; enterprise platforms
GS,Q3-2024,2024-10-15,0.4907018590577182,raised,5,11,capital consumption from noncore assets; client relationships; competition from nonbank nonregulated entities; lower revenue; market cap growth
GS,Q4-2024,2025-01-15,0.5389419263600964,raised,5,10,credit risk related to financing organic growth; cyber risk; fee compression; geopolitical risks; policy initiatives
GS,Q1-2025,2025-04-14,0.43817985518070296,raised,5,12,asset prices; changes in their overall levels of balances; deleveraging activity on behalf of clients; headcount reduction; lower base
GS,Q2-2025,2025-07-16,0.6310417372352833,none,5,12,capital buffer; capital regime; client franchise durability; geopolitical risk; harvesting environment not robust for private equity type portfolio assets
GS,Q3-2025,2025-10-15,0.6095576103915351,raised,5,12,apple card exit; capital volatility and buffer management; collateral integrity; credit cycle headwinds for banks; elevated risk appetite
GS,Q4-2025,2026-01-15,0.6304007978377032,raised,5,12,drawdown or deleveraging in the financing piece; efficiency ratio; exogenous event that slows down m a and capital markets activity; market downturn; negative year over year impact on efficiency ratio
GS,Q1-2026,2026-04-13,0.5641382594691394,raised,5,12,cyclical downturn; geopolitical uncertainty; higher loss levels in diversified credit portfolios during a recession; macro concerns; potential for problem losses due to macro concerns or things seen out there
INTC,Q4-2023,2024-01-25,0.5711654904345971,none,5,17,backside power gate all around and high na; capacity utilization; capacity utilization headwinds; data center decline; discrete events
INTC,Q1-2024,2024-04-25,0.4633207066089395,maintained,5,17,cpu tam shift; external foundry constraints; flexibility to bring back external volume earlier is limited; foundry operating loss; inventory volatility
INTC,Q2-2024,2024-08-01,0.3568313544835491,lowered,5,11,cost cuts not doing the job; foundry business potentially breaking even later than expected due to restructuring actions; inflation; intel products margins drag from lunar lake; lunar lake margin drag
INTC,Q3-2024,2024-10-31,0.3642220463592783,raised,5,17,complexity; delayed 18a transition; geopolitical factors affecting market conditions; hard to tie it to financials; headwinds in second half 25
INTC,Q4-2024,2025-01-30,0.3991929812437691,lowered,5,16,clearwater forest volume; client pricing; dependence on external customers for foundry business profitability; euv wafer cost; increased competition from new market entrants
INTC,Q1-2025,2025-04-24,0.18736999836526474,lowered,5,18,7nm constraint; arm competition in head nodes; competition from arm in head nodes; foundry capacity constraints; headwinds from mix on the client side moving more to lunar lake
INTC,Q2-2025,2025-07-24,0.31576707141881183,lowered,5,18,14a delay; 14a hedging; competition from arm taking over half the server market; customer commitment; depreciation of assets under construction
INTC,Q3-2025,2025-10-23,0.5360873526823627,none,5,14,14a abandonment; altera impact; customer commitments; customer demand; customer desire for older products
INTC,Q4-2025,2026-01-22,0.4323351323290657,lowered,5,17,14a customer visibility; capex delays; constraints in pc segment impacting supply; data center constraints; inventory not being in the right place at the right time
JNJ,Q4-2023,2024-01-23,0.36827299674403025,lowered,5,12,china vbp impact; competition in the electrophysiology market; decline in xarelto patient mix; early car t data; inflation hospital staffing challenges
JNJ,Q1-2024,2024-04-16,0.42411326866439975,raised,5,6,competition; disruption from introduction of winrevair product in pulmonary hypertension segment; inventory issues; phasing impacts; potential impact of invega sustenna xeplion litigation on lai portfolio
JNJ,Q2-2024,2024-07-17,0.44032410010362827,raised,5,12,anticorruption campaign impacting procedural volumes and engagement; china market volatility; evolving market; inflation affecting device pricing; inventory destocking in contact lens business
JNJ,Q3-2024,2024-10-15,0.38104203592514374,raised,5,6,disproportionate impact of vbp on medtech business in china; headwinds from macroeconomic pressures in japan and korea; impact of iv saline shortages on surgical procedures; patient mix issues; unfavorable patient mix impact
JNJ,Q4-2024,2025-01-22,0.3787793140647825,maintained,5,9,biosimilar competition for stelara; competitive pressures u s ep; continued headwinds in china; negative product mix from stelara; short term headwinds near term competitive pressures in u s ep
JNJ,Q1-2025,2025-04-15,0.43069053839414073,none,5,14,competitive pressures; competitive pressures in ortho market; competitive pressures in spine and sports segments; consensus disconnect; knee revision slowdown
JNJ,Q2-2025,2025-07-16,0.45519794452343093,raised,5,10,effects of stelara loe; ep headwinds; medtech underperformers in surgery and orthopedics; ortho performance was softer than we would like; part d redesign impacting margins this year
JNJ,Q3-2025,2025-10-14,0.5343321188277229,raised,5,9,additional discounting; additional discounting in innovative medicine portfolio; disconnect in models; early targets; margin pressure
JNJ,Q4-2025,2026-01-21,0.5375633235548022,raised,5,12,aca subsidies; daubert decision; ep business growth; meritless claims; modest top down
JNJ,Q1-2026,2026-04-14,0.48573851580893174,raised,5,10,competition in the ivl market; darzalex royalties; disclosure of mfa sales not provided; no commercialization plan metrics provided; potential for icotyde to not meet expectations in ibd segment
JPM,Q4-2023,2024-01-12,0.39693016681003035,lowered,5,8,bleed through of cre pressure to other areas; elevated risks with skew to the downside in loan loss reserve; macro outlook; potential disruption to liquidity in markets due to qt; regulatory uncertainty
JPM,Q1-2024,2024-04-12,0.2526390021160527,lowered,5,11,basel iii uncertainty; credit spread tightening; first republic accretion; geopolitical effects; higher rates with recession
JPM,Q2-2024,2024-07-12,0.43460635354077803,maintained,5,6,credit cost going higher; deposit migration; higher deposit costs; loan demand weakness; nii headwinds
JPM,Q3-2024,2024-10-11,0.3519879483792465,raised,5,11,consensus numbers; fed cuts would be a headwind for us making asset sensitive to fed cuts; inflationary environment; inflationary environment affecting fed s ability to provide flexible financing; market liquidity shock as we move into year end
JPM,Q4-2024,2025-01-15,0.2884196933355552,none,5,11,deposit growth; execution risk of expanding consumer banking globally; g sib surcharge; higher rates with higher unemployment driving higher credit losses; policy uncertainty
JPM,Q1-2025,2025-04-11,0.4355377615948262,raised,5,12,credit loss will go up if there is a recession; front loaded spending; geopolitical concerns; lower rates; possibility of clients deleveraging or taking down risk
JPM,Q2-2025,2025-07-15,0.26401612168857064,raised,5,12,competitive landscape; competitive pressures; complacency and arrogance in a competitive market; late balance sheet assets; macroeconomic uncertainty
JPM,Q3-2025,2025-10-14,0.38485073725121166,raised,5,12,credit deterioration in ndfis; fraud involved in some ndfi transactions; fraudulent practices; higher than normal credit losses in certain categories during a downturn; mix effects
JPM,Q4-2025,2026-01-13,0.33859647118169245,maintained,5,11,ai efficiency; capital issues; charge offs increasing; competitive deposit market; concerns about wholesale credit costs and charge offs
JPM,Q1-2026,2026-04-14,0.4291522883967091,raised,5,9,credit cycle; credit cycle and potential losses in private credit; cyber risk; cyber risk associated with ai and generative models; impact of higher rates on leveraged companies and refinancing
NKE,Q3-2024,2024-03-21,0.4226904984723833,lowered,5,9,channel mix headwind from transitioning product portfolio; difficulty rebuilding wholesale muscle in certain markets; digital channel headwinds; digital channel slowdown; international economic conditions
NKE,Q4-2024,2024-06-27,0.37905548505513004,lowered,5,9,channel mix headwind in fiscal year 25; channel shift; digital channel adjustments; franchise management; fx headwinds
NKE,Q1-2025,2024-10-01,0.2318491249443066,lowered,5,5,channel mix headwinds; east coast port strike; elevated inventory; headwind on revenue from proactively managing classic franchises; inventory levels in china
NKE,Q2-2025,2024-12-19,0.2245796048568731,none,5,9,accelerated actions; inventory pressure; larger headwinds; margin recapture; mid single digit headwinds
NKE,Q3-2025,2025-03-20,0.25603419396911503,none,5,12,aggressive competition; aggressive competition in china; continued headwinds; continued headwinds from win now actions; excess inventory in wholesale channel
NKE,Q4-2025,2025-06-26,0.25976846914399226,raised,5,11,classic footwear franchises; digital headwinds; digital traffic down; franchise management headwinds; need to connect locally and elevate consumer led product concepts in china
NKE,Q1-2026,2025-09-30,0.27791459139830765,raised,5,12,china; china marketplace; digital commerce; digital headwinds; dynamic environment
NKE,Q2-2026,2025-12-18,0.23663839041378487,none,5,10,challenges that we see in some of the businesses that are under reset; china; china resets; china s mono brand marketplace with thousands of doors leading to consistent promotions and impacting profitability; dynamic environment
NKE,Q3-2026,2026-03-31,0.22327239708003052,raised,5,12,china sell in; emea inventory; external factors that we re having to deal with while we re in a major comeback; geographical differences; headwinds in greater china due to sell in management
NVDA,Q4-2024,2024-02-21,0.41005557929243597,lowered,5,6,china business; customer readiness; dependence on csps and large engineering teams; restrictions on nvidia s products in china; supply constrained
NVDA,Q1-2025,2024-05-22,0.37623618970867384,none,5,3,competition; hopper systems; supply constraints
NVDA,Q2-2025,2024-08-28,0.4255619392401747,maintained,5,9,complexity; cpu scaling has been slowing for some time and it has slowed to a crawl; different cost structures that we have on our new product introductions; integration; margin uncertainty
NVDA,Q3-2025,2024-11-20,0.43089021207257777,maintained,5,8,competition; gross margin pressure; hopper decline; roadmap execution; supply chain constraints
NVDA,Q4-2025,2025-02-26,0.3995692735663085,maintained,5,7,complexity of material and manufacturing process; complexity of systems; supply chain bottlenecks; system complexity; tariff impact
NVDA,Q1-2026,2025-05-28,0.3936138840682444,none,5,11,china data center revenue down; china export controls; china headwind; difficulty in scaling up computing infrastructure for ai; export controls limiting hopper s use in china
NVDA,Q2-2026,2025-08-27,0.5050083582935112,raised,5,8,chip complexity; geopolitical issues going back and forth between governments and companies; market competition; market moving more towards asics and away from nvidia gpu; none
NVDA,Q3-2026,2025-11-19,0.5221696207887097,none,5,8,complexity of ai models; financing constraints; input prices well known in industries; memory and foundry constraints; power constraints
NVDA,Q4-2026,2026-02-25,0.5008805584646001,none,5,4,compute demand; customer cash flow; margin sustainability; tight supply in gaming for a couple of quarters
PLTR,Q4-2023,2024-02-05,0.4636811916711835,raised,5,8,adversary advantage; disjointed world; it department resistance; lock in from vendor ecosystems; procurement challenges
PLTR,Q1-2024,2024-05-06,0.4632056849277939,raised,5,11,10 ai ready data; companies using llms incorrectly in the enterprise; customers data not being ai ready; manipulating clients into buying a product that barely works; manipulation of clients
PLTR,Q2-2024,2024-08-05,0.42594795558016524,none,5,7,deploying enterprise production ai software at scale; enterprise ai deployment; high implementation costs; implementation challenges; legacy erp systems
PLTR,Q3-2024,2024-11-04,0.44135502760032846,raised,5,5,friction coefficient; lilium news; perception of winning too much; price of inference dropping precipitously; wall of tech investments that will act like a great filter for some companies
PLTR,Q4-2024,2025-02-03,0.45236647071773806,raised,5,11,ai arms race; china stealing ip through distillation of models; cultural differences in adoption; difficulty in building and recreating the ontology; disruption from change of administration
PLTR,Q1-2025,2025-05-05,0.3999205263848663,raised,5,14,broken manufacturing stack; cultural impedance mismatch; cultural impedance mismatch between hardware and software companies; existing manufacturing stack being broken; fake projects
PLTR,Q2-2025,2025-08-04,0.4513785971823923,none,5,3,haters; ignorant analysts; suffering
PLTR,Q3-2025,2025-11-03,0.3627069015584665,none,5,9,aligning internal dynamics with external goals; customers not really using or understanding palantir software; fake ways; giving up palantir s unique attributes; internal dynamics
PLTR,Q4-2025,2026-02-02,0.3972383334842633,raised,5,3,customer understanding; implementation difficulties; political resistance
WFC,Q4-2023,2024-01-17,0.21964524862549256,lowered,5,10,card losses; card losses getting higher than expected despite good employment and wealth conditions; cre losses; economic environment; market environment
WFC,Q1-2024,2024-04-12,0.1525716533256563,lowered,5,11,asset cap; constrained businesses due to investments made in recent years; deposit betas; inefficiency left within the company away from remediation efforts; loan demand
WFC,Q2-2024,2024-07-12,0.18938303928154937,lowered,5,12,asset cap; asset cap constraint limiting trading growth; basel iii; basel iii uncertainty; credit quality in cre portfolio
WFC,Q3-2024,2024-10-11,0.06669372758548724,lowered,5,12,asset cap; commercial real estate office portfolio credit quality issues; consent order; expense base; impact of asset cap removal on wholesale deposits and markets business
WFC,Q4-2024,2025-01-15,0.32580886484688676,raised,5,10,asset cap limits; cyber risk; geopolitical risk; geopolitical risks; longer payback periods
WFC,Q1-2025,2025-04-11,0.28416897068071617,lowered,5,14,asset cap impact; economic uncertainty; fee compression; need to be cautious about nii due to volatility; nii volatility
WFC,Q2-2025,2025-07-15,0.39831740598719695,raised,5,12,deposit growth; fed rate cuts; intense competition in commercial banking; loan yields; market headwinds
WFC,Q3-2025,2025-10-14,0.4293722075904802,raised,5,12,commercial bank utilization; commercial real estate market volatility; competitive landscape; compliance expenses still being spent on things put in place; inorganic opportunities that would be additive to the strategy
WFC,Q4-2025,2026-01-15,0.4072552091353266,raised,5,11,cre uncertainty; negative impact on rotce from lower roa in markets business; nii headwinds; potential negative impact on rotce due to lower roa business; risk of loan losses particularly in commercial real estate
